"Date","Price","Open","High","Low","Vol.","Change %"
"02/28/2016","1,261.25","1,261.25","1,261.25","1,261.25","","1.91%"
"02/25/2016","1,237.58","1,237.58","1,237.58","1,237.58","","1.08%"
"02/24/2016","1,224.37","1,224.37","1,224.37","1,224.37","","-0.64%"
"02/23/2016","1,232.23","1,232.23","1,232.23","1,232.23","","0.15%"
"02/22/2016","1,230.40","1,230.40","1,230.40","1,230.40","","1.06%"
"02/21/2016","1,217.55","1,217.55","1,217.55","1,217.55","","1.26%"
"02/18/2016","1,202.40","1,202.40","1,202.40","1,202.40","","-0.05%"
"02/17/2016","1,202.97","1,202.97","1,202.97","1,202.97","","-0.64%"
"02/16/2016","1,210.70","1,210.70","1,210.70","1,210.70","","0.99%"
"02/15/2016","1,198.89","1,198.89","1,198.89","1,198.89","","2.08%"
"02/14/2016","1,174.51","1,174.51","1,174.51","1,174.51","","0.59%"
"02/11/2016","1,167.64","1,167.64","1,167.64","1,167.64","","-2.99%"
"02/10/2016","1,203.60","1,203.60","1,203.60","1,203.60","","1.32%"
"02/09/2016","1,187.90","1,187.90","1,187.90","1,187.90","","-1.20%"
"02/08/2016","1,202.38","1,202.38","1,202.38","1,202.38","","-0.28%"
"02/07/2016","1,205.72","1,205.72","1,205.72","1,205.72","","-1.17%"
"02/04/2016","1,219.97","1,219.97","1,219.97","1,219.97","","0.38%"
"02/03/2016","1,215.40","1,215.40","1,215.40","1,215.40","","0.58%"
"02/02/2016","1,208.40","1,208.40","1,208.40","1,208.40","","1.25%"
"02/01/2016","1,193.52","1,193.52","1,193.52","1,193.52","","-0.41%"
"01/31/2016","1,198.42","1,198.42","1,198.42","1,198.42","","-0.11%"
"01/28/2016","1,199.79","1,199.79","1,199.79","1,199.79","","0.69%"
"01/27/2016","1,191.55","1,191.55","1,191.55","1,191.55","","0.62%"
"01/26/2016","1,184.17","1,184.17","1,184.17","1,184.17","","1.23%"
"01/24/2016","1,169.79","1,169.79","1,169.79","1,169.79","","2.57%"
"01/21/2016","1,140.45","1,140.45","1,140.45","1,140.45","","0.11%"
"01/20/2016","1,139.21","1,139.21","1,139.21","1,139.21","","-3.81%"
"01/19/2016","1,184.29","1,184.29","1,184.29","1,184.29","","3.72%"
"01/18/2016","1,141.78","1,141.78","1,141.78","1,141.78","","3.04%"
"01/17/2016","1,108.11","1,108.11","1,108.11","1,108.11","","-1.33%"
"01/14/2016","1,122.99","1,122.99","1,122.99","1,122.99","","-6.38%"
"01/13/2016","1,199.49","1,199.49","1,199.49","1,199.49","","-4.24%"
"01/12/2016","1,252.56","1,252.56","1,252.56","1,252.56","","-1.21%"
"01/11/2016","1,267.94","1,267.94","1,267.94","1,267.94","","-1.55%"
"01/10/2016","1,287.94","1,287.94","1,287.94","1,287.94","","-1.10%"
"01/06/2016","1,302.28","1,302.28","1,302.28","1,302.28","","0.31%"
"01/05/2016","1,298.30","1,298.30","1,298.30","1,298.30","","1.24%"
"01/04/2016","1,282.44","1,282.44","1,282.44","1,282.44","","-2.03%"
"01/03/2016","1,309.01","1,309.01","1,309.01","1,309.01","","1.31%"
"12/31/2015","1,292.03","1,292.03","1,292.03","1,292.03","","-0.35%"
"12/30/2015","1,296.58","1,296.58","1,296.58","1,296.58","","1.78%"
"12/29/2015","1,273.90","1,273.90","1,273.90","1,273.90","","0.84%"
"12/28/2015","1,263.31","1,263.31","1,263.31","1,263.31","","-0.15%"
"12/27/2015","1,265.19","1,265.19","1,265.19","1,265.19","","-0.19%"
"12/24/2015","1,267.64","1,267.64","1,267.64","1,267.64","","1.25%"
"12/22/2015","1,251.98","1,251.98","1,251.98","1,251.98","","0.55%"
"12/21/2015","1,245.12","1,245.12","1,245.12","1,245.12","","0.29%"
"12/20/2015","1,241.48","1,241.48","1,241.48","1,241.48","","0.69%"
"12/17/2015","1,232.98","1,232.98","1,232.98","1,232.98","","1.76%"
"12/16/2015","1,211.65","1,211.65","1,211.65","1,211.65","","1.09%"
"12/15/2015","1,198.54","1,198.54","1,198.54","1,198.54","","1.14%"
"12/14/2015","1,185.07","1,185.07","1,185.07","1,185.07","","0.07%"
"12/13/2015","1,184.25","1,184.25","1,184.25","1,184.25","","-3.06%"
"12/10/2015","1,221.57","1,221.57","1,221.57","1,221.57","","-0.88%"
"12/09/2015","1,232.39","1,232.39","1,232.39","1,232.39","","1.18%"
"12/08/2015","1,218.02","1,218.02","1,218.02","1,218.02","","-2.23%"
"12/07/2015","1,245.79","1,245.79","1,245.79","1,245.79","","0.02%"
"12/06/2015","1,245.55","1,245.55","1,245.55","1,245.55","","1.59%"
"12/03/2015","1,226.02","1,226.02","1,226.02","1,226.02","","1.15%"
"12/02/2015","1,212.13","1,212.13","1,212.13","1,212.13","","3.38%"
"12/01/2015","1,172.47","1,172.47","1,172.47","1,172.47","","1.26%"
"11/30/2015","1,157.90","1,157.90","1,157.90","1,157.90","","-1.50%"
"11/29/2015","1,175.50","1,175.50","1,175.50","1,175.50","","-0.23%"
"11/26/2015","1,178.19","1,178.19","1,178.19","1,178.19","","-0.01%"
"11/25/2015","1,178.35","1,178.35","1,178.35","1,178.35","","0.47%"
"11/24/2015","1,172.89","1,172.89","1,172.89","1,172.89","","-1.58%"
"11/23/2015","1,191.75","1,191.75","1,191.75","1,191.75","","-1.95%"
"11/22/2015","1,215.39","1,215.39","1,215.39","1,215.39","","0.79%"
"11/19/2015","1,205.89","1,205.89","1,205.89","1,205.89","","2.37%"
"11/18/2015","1,178.00","1,178.00","1,178.00","1,178.00","","0.81%"
"11/17/2015","1,168.53","1,168.53","1,168.53","1,168.53","","-0.99%"
"11/16/2015","1,180.16","1,180.16","1,180.16","1,180.16","","0.40%"
"11/15/2015","1,175.45","1,175.45","1,175.45","1,175.45","","-4.63%"
"11/12/2015","1,232.48","1,232.48","1,232.48","1,232.48","","0.83%"
"11/11/2015","1,222.28","1,222.28","1,222.28","1,222.28","","-0.22%"
"11/10/2015","1,224.97","1,224.97","1,224.97","1,224.97","","-4.09%"
"11/09/2015","1,277.25","1,277.25","1,277.25","1,277.25","","-1.94%"
"11/08/2015","1,302.50","1,302.50","1,302.50","1,302.50","","-3.55%"
"11/05/2015","1,350.41","1,350.41","1,350.41","1,350.41","","1.61%"
"11/04/2015","1,329.00","1,329.00","1,329.00","1,329.00","","0.27%"
"11/03/2015","1,325.39","1,325.39","1,325.39","1,325.39","","-0.30%"
"11/02/2015","1,329.41","1,329.41","1,329.41","1,329.41","","0.12%"
"11/01/2015","1,327.86","1,327.86","1,327.86","1,327.86","","-2.23%"
"10/29/2015","1,358.19","1,358.19","1,358.19","1,358.19","","0.63%"
"10/28/2015","1,349.67","1,349.67","1,349.67","1,349.67","","-0.42%"
"10/27/2015","1,355.43","1,355.43","1,355.43","1,355.43","","-0.04%"
"10/26/2015","1,355.97","1,355.97","1,355.97","1,355.97","","-0.88%"
"10/25/2015","1,368.06","1,368.06","1,368.06","1,368.06","","0.96%"
"10/22/2015","1,355.03","1,355.03","1,355.03","1,355.03","","-1.17%"
"10/21/2015","1,371.08","1,371.08","1,371.08","1,371.08","","0.71%"
"10/20/2015","1,361.38","1,361.38","1,361.38","1,361.38","","0.49%"
"10/19/2015","1,354.72","1,354.72","1,354.72","1,354.72","","1.72%"
"10/18/2015","1,331.79","1,331.79","1,331.79","1,331.79","","-0.08%"
"10/15/2015","1,332.81","1,332.81","1,332.81","1,332.81","","-1.09%"
"10/13/2015","1,347.47","1,347.47","1,347.47","1,347.47","","-0.21%"
"10/12/2015","1,350.37","1,350.37","1,350.37","1,350.37","","1.57%"
"10/11/2015","1,329.47","1,329.47","1,329.47","1,329.47","","1.06%"
"10/08/2015","1,315.56","1,315.56","1,315.56","1,315.56","","2.02%"
"10/07/2015","1,289.50","1,289.50","1,289.50","1,289.50","","1.82%"
"10/05/2015","1,266.47","1,266.47","1,266.47","1,266.47","","-0.21%"
"10/04/2015","1,269.09","1,269.09","1,269.09","1,269.09","","-0.48%"
"10/01/2015","1,275.21","1,275.21","1,275.21","1,275.21","","-0.05%"
"09/30/2015","1,275.89","1,275.89","1,275.89","1,275.89","","0.23%"
"09/29/2015","1,273.02","1,273.02","1,273.02","1,273.02","","-0.83%"
"09/28/2015","1,283.72","1,283.72","1,283.72","1,283.72","","0.52%"
"09/22/2015","1,277.07","1,277.07","1,277.07","1,277.07","","0.46%"
"09/21/2015","1,271.25","1,271.25","1,271.25","1,271.25","","0.59%"
"09/20/2015","1,263.83","1,263.83","1,263.83","1,263.83","","-0.39%"
"09/17/2015","1,268.81","1,268.81","1,268.81","1,268.81","","-0.47%"
"09/16/2015","1,274.82","1,274.82","1,274.82","1,274.82","","0.99%"
"09/15/2015","1,262.32","1,262.32","1,262.32","1,262.32","","0.03%"
"09/14/2015","1,262.00","1,262.00","1,262.00","1,262.00","","0.71%"
"09/13/2015","1,253.15","1,253.15","1,253.15","1,253.15","","0.92%"
"09/10/2015","1,241.71","1,241.71","1,241.71","1,241.71","","-0.11%"
"09/09/2015","1,243.06","1,243.06","1,243.06","1,243.06","","1.95%"
"09/08/2015","1,219.28","1,219.28","1,219.28","1,219.28","","-3.58%"
"09/07/2015","1,264.58","1,264.58","1,264.58","1,264.58","","-1.64%"
"09/06/2015","1,285.73","1,285.73","1,285.73","1,285.73","","-0.83%"
"09/03/2015","1,296.46","1,296.46","1,296.46","1,296.46","","1.99%"
"09/02/2015","1,271.19","1,271.19","1,271.19","1,271.19","","-0.09%"
"09/01/2015","1,272.30","1,272.30","1,272.30","1,272.30","","-0.77%"
"08/31/2015","1,282.13","1,282.13","1,282.13","1,282.13","","2.15%"
"08/30/2015","1,255.18","1,255.18","1,255.18","1,255.18","","-0.17%"
"08/27/2015","1,257.30","1,257.30","1,257.30","1,257.30","","3.76%"
"08/26/2015","1,211.75","1,211.75","1,211.75","1,211.75","","0.15%"
"08/25/2015","1,209.93","1,209.93","1,209.93","1,209.93","","2.26%"
"08/24/2015","1,183.24","1,183.24","1,183.24","1,183.24","","-5.13%"
"08/23/2015","1,247.22","1,247.22","1,247.22","1,247.22","","-6.28%"
"08/20/2015","1,330.73","1,330.73","1,330.73","1,330.73","","-0.82%"
"08/19/2015","1,341.77","1,341.77","1,341.77","1,341.77","","-1.71%"
"08/18/2015","1,365.18","1,365.18","1,365.18","1,365.18","","-2.79%"
"08/17/2015","1,404.42","1,404.42","1,404.42","1,404.42","","0.26%"
"08/16/2015","1,400.79","1,400.79","1,400.79","1,400.79","","-3.12%"
"08/13/2015","1,445.96","1,445.96","1,445.96","1,445.96","","-0.54%"
"08/12/2015","1,453.77","1,453.77","1,453.77","1,453.77","","-2.28%"
"08/11/2015","1,487.62","1,487.62","1,487.62","1,487.62","","0.40%"
"08/10/2015","1,481.71","1,481.71","1,481.71","1,481.71","","0.87%"
"08/09/2015","1,468.87","1,468.87","1,468.87","1,468.87","","-2.17%"
"08/05/2015","1,501.51","1,501.51","1,501.51","1,501.51","","-1.24%"
"08/04/2015","1,520.43","1,520.43","1,520.43","1,520.43","","1.77%"
"08/03/2015","1,494.03","1,494.03","1,494.03","1,494.03","","-1.11%"
"08/02/2015","1,510.79","1,510.79","1,510.79","1,510.79","","-0.06%"
"07/30/2015","1,511.63","1,511.63","1,511.63","1,511.63","","1.09%"
"07/29/2015","1,495.33","1,495.33","1,495.33","1,495.33","","1.96%"
"07/28/2015","1,466.64","1,466.64","1,466.64","1,466.64","","1.73%"
"07/27/2015","1,441.68","1,441.68","1,441.68","1,441.68","","-2.06%"
"07/26/2015","1,472.02","1,472.02","1,472.02","1,472.02","","0.84%"
"07/22/2015","1,459.71","1,459.71","1,459.71","1,459.71","","1.80%"
"07/21/2015","1,433.92","1,433.92","1,433.92","1,433.92","","0.85%"
"07/16/2015","1,421.86","1,421.86","1,421.86","1,421.86","","1.44%"
"07/15/2015","1,401.68","1,401.68","1,401.68","1,401.68","","2.55%"
"07/14/2015","1,366.86","1,366.86","1,366.86","1,366.86","","1.54%"
"07/13/2015","1,346.19","1,346.19","1,346.19","1,346.19","","-1.23%"
"07/12/2015","1,362.97","1,362.97","1,362.97","1,362.97","","0.69%"
"07/09/2015","1,353.58","1,353.58","1,353.58","1,353.58","","0.45%"
"07/08/2015","1,347.46","1,347.46","1,347.46","1,347.46","","-1.21%"
"07/07/2015","1,364.02","1,364.02","1,364.02","1,364.02","","-1.54%"
"07/06/2015","1,385.38","1,385.38","1,385.38","1,385.38","","-3.52%"
"07/05/2015","1,435.91","1,435.91","1,435.91","1,435.91","","-0.71%"
"07/02/2015","1,446.16","1,446.16","1,446.16","1,446.16","","-0.72%"
"06/29/2015","1,456.58","1,456.58","1,456.58","1,456.58","","-1.22%"
"06/28/2015","1,474.52","1,474.52","1,474.52","1,474.52","","1.67%"
"06/25/2015","1,450.25","1,450.25","1,450.25","1,450.25","","0.26%"
"06/24/2015","1,446.49","1,446.49","1,446.49","1,446.49","","0.15%"
"06/23/2015","1,444.31","1,444.31","1,444.31","1,444.31","","-0.71%"
"06/22/2015","1,454.69","1,454.69","1,454.69","1,454.69","","-1.49%"
"06/21/2015","1,476.74","1,476.74","1,476.74","1,476.74","","-0.67%"
"06/18/2015","1,486.74","1,486.74","1,486.74","1,486.74","","0.50%"
"06/17/2015","1,479.32","1,479.32","1,479.32","1,479.32","","0.63%"
"06/16/2015","1,470.07","1,470.07","1,470.07","1,470.07","","1.50%"
"06/15/2015","1,448.32","1,448.32","1,448.32","1,448.32","","-0.76%"
"06/14/2015","1,459.41","1,459.41","1,459.41","1,459.41","","-0.80%"
"06/11/2015","1,471.25","1,471.25","1,471.25","1,471.25","","-0.51%"
"06/10/2015","1,478.85","1,478.85","1,478.85","1,478.85","","-0.41%"
"06/09/2015","1,484.89","1,484.89","1,484.89","1,484.89","","-0.49%"
"06/08/2015","1,492.14","1,492.14","1,492.14","1,492.14","","-1.66%"
"06/07/2015","1,517.26","1,517.26","1,517.26","1,517.26","","-0.55%"
"06/04/2015","1,525.58","1,525.58","1,525.58","1,525.58","","-1.16%"
"06/03/2015","1,543.52","1,543.52","1,543.52","1,543.52","","-0.26%"
"06/02/2015","1,547.57","1,547.57","1,547.57","1,547.57","","0.40%"
"06/01/2015","1,541.40","1,541.40","1,541.40","1,541.40","","-0.80%"
"05/31/2015","1,553.84","1,553.84","1,553.84","1,553.84","","-1.74%"
"05/28/2015","1,581.34","1,581.34","1,581.34","1,581.34","","-1.52%"
"05/27/2015","1,605.75","1,605.75","1,605.75","1,605.75","","0.18%"
"05/26/2015","1,602.80","1,602.80","1,602.80","1,602.80","","-0.21%"
"05/25/2015","1,606.15","1,606.15","1,606.15","1,606.15","","-0.50%"
"05/24/2015","1,614.22","1,614.22","1,614.22","1,614.22","","1.73%"
"05/21/2015","1,586.82","1,586.82","1,586.82","1,586.82","","2.33%"
"05/20/2015","1,550.62","1,550.62","1,550.62","1,550.62","","-0.37%"
"05/19/2015","1,556.36","1,556.36","1,556.36","1,556.36","","1.51%"
"05/18/2015","1,533.23","1,533.23","1,533.23","1,533.23","","7.81%"
"05/17/2015","1,422.18","1,422.18","1,422.18","1,422.18","","-0.83%"
"05/14/2015","1,434.12","1,434.12","1,434.12","1,434.12","","-3.46%"
"05/13/2015","1,485.48","1,485.48","1,485.48","1,485.48","","-2.53%"
"05/12/2015","1,524.02","1,524.02","1,524.02","1,524.02","","-0.99%"
"05/11/2015","1,539.31","1,539.31","1,539.31","1,539.31","","-0.43%"
"05/10/2015","1,546.02","1,546.02","1,546.02","1,546.02","","-0.19%"
"05/07/2015","1,548.89","1,548.89","1,548.89","1,548.89","","-0.51%"
"05/06/2015","1,556.76","1,556.76","1,556.76","1,556.76","","-0.34%"
"05/05/2015","1,562.06","1,562.06","1,562.06","1,562.06","","2.19%"
"05/04/2015","1,528.64","1,528.64","1,528.64","1,528.64","","-0.12%"
"05/03/2015","1,530.52","1,530.52","1,530.52","1,530.52","","-2.06%"
"04/30/2015","1,562.74","1,562.74","1,562.74","1,562.74","","2.02%"
"04/29/2015","1,531.86","1,531.86","1,531.86","1,531.86","","1.89%"
"04/28/2015","1,503.47","1,503.47","1,503.47","1,503.47","","-2.93%"
"04/27/2015","1,548.79","1,548.79","1,548.79","1,548.79","","-2.76%"
"04/26/2015","1,592.69","1,592.69","1,592.69","1,592.69","","-0.72%"
"04/23/2015","1,604.27","1,604.27","1,604.27","1,604.27","","0.80%"
"04/22/2015","1,591.47","1,591.47","1,591.47","1,591.47","","0.38%"
"04/21/2015","1,585.43","1,585.43","1,585.43","1,585.43","","-0.25%"
"04/20/2015","1,589.40","1,589.40","1,589.40","1,589.40","","-1.50%"
"04/19/2015","1,613.53","1,613.53","1,613.53","1,613.53","","0.02%"
"04/16/2015","1,613.28","1,613.28","1,613.28","1,613.28","","0.40%"
"04/15/2015","1,606.82","1,606.82","1,606.82","1,606.82","","-1.19%"
"04/14/2015","1,626.25","1,626.25","1,626.25","1,626.25","","0.11%"
"04/09/2015","1,624.39","1,624.39","1,624.39","1,624.39","","0.20%"
"04/08/2015","1,621.14","1,621.14","1,621.14","1,621.14","","0.04%"
"04/07/2015","1,620.44","1,620.44","1,620.44","1,620.44","","2.42%"
"04/06/2015","1,582.09","1,582.09","1,582.09","1,582.09","","-1.29%"
"04/05/2015","1,602.83","1,602.83","1,602.83","1,602.83","","-3.35%"
"04/02/2015","1,658.35","1,658.35","1,658.35","1,658.35","","-1.88%"
"04/01/2015","1,690.06","1,690.06","1,690.06","1,690.06","","-0.51%"
"03/31/2015","1,698.75","1,698.75","1,698.75","1,698.75","","0.64%"
"03/30/2015","1,687.91","1,687.91","1,687.91","1,687.91","","1.91%"
"03/29/2015","1,656.28","1,656.28","1,656.28","1,656.28","","0.91%"
"03/26/2015","1,641.31","1,641.31","1,641.31","1,641.31","","-1.75%"
"03/25/2015","1,670.61","1,670.61","1,670.61","1,670.61","","-3.11%"
"03/24/2015","1,724.30","1,724.30","1,724.30","1,724.30","","-0.19%"
"03/23/2015","1,727.59","1,727.59","1,727.59","1,727.59","","-0.04%"
"03/22/2015","1,728.27","1,728.27","1,728.27","1,728.27","","-2.18%"
"03/19/2015","1,766.86","1,766.86","1,766.86","1,766.86","","-0.03%"
"03/18/2015","1,767.40","1,767.40","1,767.40","1,767.40","","-1.48%"
"03/17/2015","1,793.98","1,793.98","1,793.98","1,793.98","","0.04%"
"03/16/2015","1,793.18","1,793.18","1,793.18","1,793.18","","-1.87%"
"03/15/2015","1,827.31","1,827.31","1,827.31","1,827.31","","0.62%"
"03/12/2015","1,816.04","1,816.04","1,816.04","1,816.04","","-0.09%"
"03/11/2015","1,817.66","1,817.66","1,817.66","1,817.66","","-1.53%"
"03/10/2015","1,845.99","1,845.99","1,845.99","1,845.99","","-0.58%"
"03/09/2015","1,856.67","1,856.67","1,856.67","1,856.67","","-0.03%"
"03/08/2015","1,857.32","1,857.32","1,857.32","1,857.32","","0.91%"
"03/05/2015","1,840.52","1,840.52","1,840.52","1,840.52","","1.17%"
"03/04/2015","1,819.20","1,819.20","1,819.20","1,819.20","","0.03%"
"03/03/2015","1,818.73","1,818.73","1,818.73","1,818.73","","-0.10%"
"03/02/2015","1,820.64","1,820.64","1,820.64","1,820.64","","1.43%"
"03/01/2015","1,794.99","1,794.99","1,794.99","1,794.99","","0.10%"
"02/26/2015","1,793.21","1,793.21","1,793.21","1,793.21","","-1.03%"
"02/25/2015","1,811.90","1,811.90","1,811.90","1,811.90","","-1.35%"
"02/24/2015","1,836.68","1,836.68","1,836.68","1,836.68","","-0.31%"
"02/23/2015","1,842.48","1,842.48","1,842.48","1,842.48","","0.30%"
"02/22/2015","1,837.00","1,837.00","1,837.00","1,837.00","","0.01%"
"02/19/2015","1,836.88","1,836.88","1,836.88","1,836.88","","-0.92%"
"02/18/2015","1,853.93","1,853.93","1,853.93","1,853.93","","1.31%"
"02/17/2015","1,830.03","1,830.03","1,830.03","1,830.03","","-2.47%"
"02/16/2015","1,876.47","1,876.47","1,876.47","1,876.47","","-2.62%"
"02/15/2015","1,926.92","1,926.92","1,926.92","1,926.92","","0.62%"
"02/12/2015","1,915.03","1,915.03","1,915.03","1,915.03","","-0.01%"
"02/11/2015","1,915.25","1,915.25","1,915.25","1,915.25","","-1.43%"
"02/10/2015","1,943.07","1,943.07","1,943.07","1,943.07","","0.04%"
"02/09/2015","1,942.25","1,942.25","1,942.25","1,942.25","","-0.55%"
"02/08/2015","1,953.01","1,953.01","1,953.01","1,953.01","","0.44%"
"02/05/2015","1,944.53","1,944.53","1,944.53","1,944.53","","-0.62%"
"02/04/2015","1,956.66","1,956.66","1,956.66","1,956.66","","0.57%"
"02/03/2015","1,945.66","1,945.66","1,945.66","1,945.66","","1.65%"
"02/02/2015","1,914.07","1,914.07","1,914.07","1,914.07","","0.63%"
"02/01/2015","1,902.16","1,902.16","1,902.16","1,902.16","","-0.86%"
"01/29/2015","1,918.71","1,918.71","1,918.71","1,918.71","","-0.37%"
"01/28/2015","1,925.77","1,925.77","1,925.77","1,925.77","","-0.50%"
"01/27/2015","1,935.53","1,935.53","1,935.53","1,935.53","","1.28%"
"01/26/2015","1,911.09","1,911.09","1,911.09","1,911.09","","0.11%"
"01/22/2015","1,909.02","1,909.02","1,909.02","1,909.02","","-0.21%"
"01/21/2015","1,912.98","1,912.98","1,912.98","1,912.98","","0.06%"
"01/20/2015","1,911.87","1,911.87","1,911.87","1,911.87","","0.60%"
"01/19/2015","1,900.41","1,900.41","1,900.41","1,900.41","","-0.24%"
"01/18/2015","1,904.92","1,904.92","1,904.92","1,904.92","","-0.64%"
"01/15/2015","1,917.22","1,917.22","1,917.22","1,917.22","","-0.44%"
"01/14/2015","1,925.60","1,925.60","1,925.60","1,925.60","","0.58%"
"01/13/2015","1,914.59","1,914.59","1,914.59","1,914.59","","1.49%"
"01/12/2015","1,886.40","1,886.40","1,886.40","1,886.40","","1.18%"
"01/11/2015","1,864.44","1,864.44","1,864.44","1,864.44","","-0.28%"
"01/08/2015","1,869.59","1,869.59","1,869.59","1,869.59","","1.62%"
"01/06/2015","1,839.75","1,839.75","1,839.75","1,839.75","","-2.23%"
"01/05/2015","1,881.73","1,881.73","1,881.73","1,881.73","","0.94%"
"01/04/2015","1,864.20","1,864.20","1,864.20","1,864.20","","0.86%"
"12/31/2014","1,848.34","1,848.34","1,848.34","1,848.34","","-0.66%"
"12/30/2014","1,860.56","1,860.56","1,860.56","1,860.56","","-0.30%"
"12/29/2014","1,866.14","1,866.14","1,866.14","1,866.14","","1.86%"
"12/28/2014","1,832.07","1,832.07","1,832.07","1,832.07","","0.14%"
"12/25/2014","1,829.42","1,829.42","1,829.42","1,829.42","","-0.03%"
"12/24/2014","1,830.05","1,830.05","1,830.05","1,830.05","","0.87%"
"12/23/2014","1,814.28","1,814.28","1,814.28","1,814.28","","-0.23%"
"12/22/2014","1,818.42","1,818.42","1,818.42","1,818.42","","0.85%"
"12/21/2014","1,803.01","1,803.01","1,803.01","1,803.01","","3.50%"
"12/18/2014","1,741.99","1,741.99","1,741.99","1,741.99","","2.96%"
"12/17/2014","1,691.91","1,691.91","1,691.91","1,691.91","","-4.75%"
"12/16/2014","1,776.36","1,776.36","1,776.36","1,776.36","","-4.00%"
"12/15/2014","1,850.44","1,850.44","1,850.44","1,850.44","","0.05%"
"12/14/2014","1,849.58","1,849.58","1,849.58","1,849.58","","-5.59%"
"12/11/2014","1,959.11","1,959.11","1,959.11","1,959.11","","-2.49%"
"12/10/2014","2,009.07","2,009.07","2,009.07","2,009.07","","-0.49%"
"12/09/2014","2,018.92","2,018.92","2,018.92","2,018.92","","-1.46%"
"12/08/2014","2,048.79","2,048.79","2,048.79","2,048.79","","0.16%"
"12/07/2014","2,045.43","2,045.43","2,045.43","2,045.43","","0.50%"
"12/04/2014","2,035.28","2,035.28","2,035.28","2,035.28","","1.14%"
"12/03/2014","2,012.42","2,012.42","2,012.42","2,012.42","","0.53%"
"12/02/2014","2,001.87","2,001.87","2,001.87","2,001.87","","-1.52%"
"12/01/2014","2,032.79","2,032.79","2,032.79","2,032.79","","-0.46%"
"11/30/2014","2,042.18","2,042.18","2,042.18","2,042.18","","0.05%"
"11/27/2014","2,041.16","2,041.16","2,041.16","2,041.16","","0.68%"
"11/26/2014","2,027.46","2,027.46","2,027.46","2,027.46","","1.16%"
"11/25/2014","2,004.29","2,004.29","2,004.29","2,004.29","","0.55%"
"11/24/2014","1,993.29","1,993.29","1,993.29","1,993.29","","-2.08%"
"11/23/2014","2,035.66","2,035.66","2,035.66","2,035.66","","-0.68%"
"11/20/2014","2,049.66","2,049.66","2,049.66","2,049.66","","0.07%"
"11/19/2014","2,048.18","2,048.18","2,048.18","2,048.18","","1.09%"
"11/18/2014","2,026.10","2,026.10","2,026.10","2,026.10","","0.96%"
"11/17/2014","2,006.75","2,006.75","2,006.75","2,006.75","","-1.08%"
"11/16/2014","2,028.66","2,028.66","2,028.66","2,028.66","","0.31%"
"11/13/2014","2,022.29","2,022.29","2,022.29","2,022.29","","-0.42%"
"11/12/2014","2,030.88","2,030.88","2,030.88","2,030.88","","-1.40%"
"11/11/2014","2,059.65","2,059.65","2,059.65","2,059.65","","0.07%"
"11/10/2014","2,058.19","2,058.19","2,058.19","2,058.19","","0.87%"
"11/09/2014","2,040.37","2,040.37","2,040.37","2,040.37","","0.98%"
"11/06/2014","2,020.54","2,020.54","2,020.54","2,020.54","","-0.38%"
"11/05/2014","2,028.28","2,028.28","2,028.28","2,028.28","","0.09%"
"11/04/2014","2,026.49","2,026.49","2,026.49","2,026.49","","0.84%"
"11/03/2014","2,009.68","2,009.68","2,009.68","2,009.68","","0.25%"
"11/02/2014","2,004.57","2,004.57","2,004.57","2,004.57","","1.64%"
"10/30/2014","1,972.15","1,972.15","1,972.15","1,972.15","","0.98%"
"10/29/2014","1,952.95","1,952.95","1,952.95","1,952.95","","1.58%"
"10/28/2014","1,922.63","1,922.63","1,922.63","1,922.63","","2.46%"
"10/27/2014","1,876.50","1,876.50","1,876.50","1,876.50","","-1.51%"
"10/26/2014","1,905.21","1,905.21","1,905.21","1,905.21","","-0.90%"
"10/23/2014","1,922.57","1,922.57","1,922.57","1,922.57","","-0.42%"
"10/22/2014","1,930.72","1,930.72","1,930.72","1,930.72","","1.61%"
"10/21/2014","1,900.22","1,900.22","1,900.22","1,900.22","","1.94%"
"10/20/2014","1,864.05","1,864.05","1,864.05","1,864.05","","1.06%"
"10/19/2014","1,844.50","1,844.50","1,844.50","1,844.50","","-1.02%"
"10/16/2014","1,863.50","1,863.50","1,863.50","1,863.50","","-4.87%"
"10/15/2014","1,958.82","1,958.82","1,958.82","1,958.82","","-0.02%"
"10/14/2014","1,959.27","1,959.27","1,959.27","1,959.27","","-2.71%"
"10/13/2014","2,013.76","2,013.76","2,013.76","2,013.76","","-1.69%"
"10/12/2014","2,048.39","2,048.39","2,048.39","2,048.39","","-4.07%"
"10/09/2014","2,135.28","2,135.28","2,135.28","2,135.28","","0.40%"
"10/08/2014","2,126.86","2,126.86","2,126.86","2,126.86","","-0.12%"
"10/02/2014","2,129.31","2,129.31","2,129.31","2,129.31","","1.15%"
"10/01/2014","2,105.10","2,105.10","2,105.10","2,105.10","","0.19%"
"09/30/2014","2,101.20","2,101.20","2,101.20","2,101.20","","0.96%"
"09/29/2014","2,081.14","2,081.14","2,081.14","2,081.14","","1.61%"
"09/28/2014","2,048.22","2,048.22","2,048.22","2,048.22","","-0.53%"
"09/25/2014","2,059.12","2,059.12","2,059.12","2,059.12","","-0.17%"
"09/24/2014","2,062.70","2,062.70","2,062.70","2,062.70","","-0.84%"
"09/23/2014","2,080.18","2,080.18","2,080.18","2,080.18","","0.25%"
"09/22/2014","2,075.03","2,075.03","2,075.03","2,075.03","","-0.41%"
